placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,phoneNumber,,,,,,,,imgUrl,isClaimed,query,timestamp,website
"https://www.google.com/maps/place/Subway+Restaurant/@28.5636421,77.2169701,16z/data=!4m8!1m2!2m1!1sRestaurants+in+South+Ex+!3m4!1s0x390ce25cf88cde67:0x17d00de1c15a5321!8m2!3d28.5691886!4d77.2208514?hl=en",Subway Restaurant,4.2,620,Sandwich shop,Late-night food · Breakfast · Casual,"G- 24, near Bengali sweets, South Extension I, New Delhi, Delhi 110049, India","H69C+M8 South Extension I, South Extension, New Delhi, Delhi, India",+91 11 4579 3000,,,,,,,,,TRUE,Restaurants in South Ex ,2020-02-17T11:19:31.024Z,subway.com
"https://www.google.com/maps/place/Bengali+Sweet+Center/@28.5636421,77.2169701,16z/data=!4m8!1m2!2m1!1sRestaurants+in+South+Ex+!3m4!1s0x390ce25c56d0026b:0x9b3efa0d8bb85c96!8m2!3d28.5695194!4d77.2208979?hl=en",Bengali Sweet Center,4,6057,Candy store,,"G-19, Har Gyan Singh Arya Marg, South Extension, Block G, South Extension I, New Delhi, Delhi 110049, India","H69C+R9 South Extension I, South Extension, New Delhi, Delhi, India",+91 11 2462 1022,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipMK7qz4i5xbqShInmsmhIfv5GInQioDhbVoLArx=w408-h306-k-no,TRUE,Restaurants in South Ex ,2020-02-17T11:19:32.861Z,
"https://www.google.com/maps/place/Chinese+Hut/@28.5636421,77.2169701,16z/data=!4m8!1m2!2m1!1sRestaurants+in+South+Ex+!3m4!1s0x390ce25cdb66fff9:0x3c19e8aa16c4ac4e!8m2!3d28.5677269!4d77.2211281?hl=en",Chinese Hut,4.2,136,Chinese restaurant,Casual · Good for kids · Groups,"E-6, Mahatma Gandhi Marg, South Extension, Block C, South Extension II, New Delhi, Delhi 110049, India","H69C+3F Delhi, India",,,,,,,,,,,Restaurants in South Ex ,2020-02-17T11:19:34.997Z,
"https://www.google.com/maps/place/Diggin/@28.5636421,77.2169701,16z/data=!4m8!1m2!2m1!1sRestaurants+in+South+Ex+!3m4!1s0x390ce2403b3765f7:0x9d75658a0fa23a4a!8m2!3d28.5557959!4d77.2184365?hl=en",Diggin,4.4,7561,Italian restaurant,Cozy · Casual · Vegetarian options,"No.1 & 2 Anand Lok Shopping Centre Opp Gargi College, Anand Lok, New Delhi, Delhi 110049, India","H649+89 New Delhi, Delhi, India",+91 11 4080 0081,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipOK6Wf-Tn3XEsGe0b0LXeo1oCM5ihNHrHNVKzy5=w408-h272-k-no,TRUE,Restaurants in South Ex ,2020-02-17T11:19:37.113Z,
"https://www.google.com/maps/place/The+Food+Chacha/@28.5636421,77.2169701,16z/data=!4m8!1m2!2m1!1sRestaurants+in+South+Ex+!3m4!1s0x390ce3bcc288200b:0xe17786aa8841a419!8m2!3d28.5653905!4d77.2213482?hl=en",The Food Chacha,3.8,4,Restaurant,Casual · Good for kids · Groups,"325, Masjid Moth Rd, South Extension, Block A, South Extension II, New Delhi, Delhi 110049, India","H68C+5G Delhi, India",,,,,,,,,,,Restaurants in South Ex ,2020-02-17T11:19:38.856Z,
"https://www.google.com/maps/place/Voda+Bar,+South+Extension+Plaza+2,+Guneet+Kashyap+Marg+Rd,+South+Extension,+Masjid+Moth+Village,+South+Extension+II,+New+Delhi,+Delhi+110049,+India/@28.5636421,77.2169701,16z/data=!4m5!1m2!2m1!1sRestaurants+in+South+Ex+!3m1!1s0x390ce242f9a4a027:0x6a50f9fe20e13ae2?hl=en",Voda Bar,3.5,6,Asian restaurant,Casual · Groups,"South Extension Plaza 2, Guneet Kashyap Marg Rd, South Extension, Masjid Moth Village, South Extension II, New Delhi, Delhi 110049, India","H679+CW Delhi, India",+91 98990 27979,,,,,,,,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,,Restaurants in South Ex ,2020-02-17T11:19:40.193Z,
"https://www.google.com/maps/place/McDonald's/@28.5636421,77.2169701,16z/data=!4m8!1m2!2m1!1sRestaurants+in+South+Ex+!3m4!1s0x390ce25d0dde39f9:0x572556b64a3e8734!8m2!3d28.5683482!4d77.2192177?hl=en",McDonald's,4.2,2105,Fast food restaurant,Casual · Vegetarian options · Good for kids,"E32, NDSE-1, South Extension I, New Delhi, Delhi 110049, India","H699+8M South Extension I, South Extension, New Delhi, Delhi, India",,,,,,,,,,TRUE,Restaurants in South Ex ,2020-02-17T11:19:41.690Z,mcdonalds.in
"https://www.google.com/maps/place/Olive+Bar+%26+Kitchen/@28.523079,77.1726752,15z/data=!4m8!1m2!2m1!1sRestaurants+in+Mehrauli!3m4!1s0x390ce2f15b20d0fd:0xaaa8607911b1bdf!8m2!3d28.5257701!4d77.1841311?hl=en",Olive Bar & Kitchen,4.5,1915,European restaurant,Happy hour food · Late-night food · Outdoor seating,"One Style Mile, 6-8, Kalka Das Marg, Mehrauli, New Delhi, Delhi 110030, India","G5GM+8M Mehrauli, New Delhi, Delhi, India",+91 11 2957 4444,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipOT2VSISvERMnoEwoRSpeC6W3W8x1IWNYhEhZk8=w408-h272-k-no,TRUE,Restaurants in Mehrauli,2020-02-17T11:19:53.603Z,olivebarandkitchen.com
"https://www.google.com/maps/place/Qla/@28.523079,77.1726752,15z/data=!4m8!1m2!2m1!1sRestaurants+in+Mehrauli!3m4!1s0x390d1e07a0fceffd:0xbe625a5f7942fad5!8m2!3d28.5271365!4d77.1856376?hl=en",Qla,4.3,921,European restaurant,Late-night food · All you can eat · Outdoor seating,"4-A Seven Style Mile, Kalka Das Marg, Next To Qutab Minar, Mehrauli, New Delhi, Delhi 110030, India","G5GP+V7 Mehrauli, New Delhi, Delhi, India",+91 85270 98766,,,,,,,,,TRUE,Restaurants in Mehrauli,2020-02-17T11:19:55.663Z,qla.co.in
"https://www.google.com/maps/place/Lavaash+By+Saby/@28.523079,77.1726752,15z/data=!4m8!1m2!2m1!1sRestaurants+in+Mehrauli!3m4!1s0x390d1e07be925ba1:0x6bdf35721a6ee3a3!8m2!3d28.5268115!4d77.1847447?hl=en",Lavaash By Saby,4.3,1203,Armenian restaurant,Late-night food · Cozy · Casual,"H5/1, Ambawatta No.1, Kalkadass Marg, Mehrauli, New Delhi, Delhi 110030, India","G5GM+PV Mehrauli, New Delhi, Delhi, India",+91 78270 44055,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipOwFmSm9f9jpewDkjweOUE2l5IiKW4fIFJi2Ce8=w408-h271-k-no,TRUE,Restaurants in Mehrauli,2020-02-17T11:19:57.395Z,lavaashbysaby.com
"https://www.google.com/maps/place/Bo+tai+Qutub/@28.523079,77.1726752,15z/data=!4m8!1m2!2m1!1sRestaurants+in+Mehrauli!3m4!1s0x390d1e07cb70338d:0xc0cb8376810a990b!8m2!3d28.5256284!4d77.1843825?hl=en",Bo tai Qutub,4.3,559,Thai restaurant,Late-night food · Cozy · Groups,"6, 4, Kalka Das Marg, Behind Qutub Minar, Seth Sarai, Mehrauli, New Delhi, Delhi 110030, India","G5GM+7Q Mehrauli, New Delhi, Delhi, India",+91 98705 87770,,,,,,,,https://lh3.googleusercontent.com/proxy/WdyiLz8gT8T4Snea6T6_JOj_pGyJG6Qkk-P3-naW1wl108nqZ6gWFFWNXsLzS25ra-nIKTTjJmZEF0h4TXwvlGRYCBj-8zaEqNtpNDnhd5Du2j4lRMXbit1qgISGEM9XrJ-3sUl_rF_o6T0n5IMj5GfbKOAGgw=w420-h240-k-no,TRUE,Restaurants in Mehrauli,2020-02-17T11:19:58.953Z,
"https://www.google.com/maps/place/Dramz+Delhi/@28.523079,77.1726752,15z/data=!4m8!1m2!2m1!1sRestaurants+in+Mehrauli!3m4!1s0x390d1e0624f73219:0x4a782bdeb6e724a2!8m2!3d28.5243996!4d77.1836545?hl=en",Dramz Delhi,4.1,1449,European restaurant,Late-night food · Cozy · Casual,"1580/1, KD Marg, Near Qutub Minar, Mehrauli, New Delhi, Delhi 110030, India","G5FM+QF Delhi, India",+91 11 2664 6702,,,,,,,,https://lh4.googleusercontent.com/proxy/d6wI0GnYDqkRYYPkEID5rCgXNYXffV6HSoRyWrSMRgVSf6EnciiKBOnPohWcTsLfhE9GTv3LvEqqm6HphqETKittV6od0ANKoHBVMcyaNbuvchcdpKBWaw_xnXtBOJH9IvGSGjtahZBCrea9yytpD9k194wDYcQ=w420-h240-k-no,,Restaurants in Mehrauli,2020-02-17T11:20:01.063Z,
"https://www.google.com/maps/place/Thai+High/@28.523079,77.1726752,15z/data=!4m8!1m2!2m1!1sRestaurants+in+Mehrauli!3m4!1s0x390d1e11afc66825:0xceda71fb7f9d03e6!8m2!3d28.522201!4d77.1817138?hl=en",Thai High,4.1,800,Thai restaurant,Late-night food · Cozy · Casual,"Ambawatta Complex, 1091/1, Kalka Das Marg, Mehrauli Village, Mehrauli, New Delhi, Delhi 110030, India","G5CJ+VM Mehrauli, New Delhi, Delhi, India",+91 99108 84229,,,,,,,,,TRUE,Restaurants in Mehrauli,2020-02-17T11:20:02.828Z,
"https://www.google.com/maps/place/ROOH/@28.523079,77.1726752,15z/data=!4m8!1m2!2m1!1sRestaurants+in+Mehrauli!3m4!1s0x390d1f2919175a7d:0xbc0d075ccd36a932!8m2!3d28.5266062!4d77.1848184?hl=en",ROOH,4.5,128,Restaurant,Reservations required · Late-night food · Outdoor seating,"H5, Ambawatta One, 1, Kalka Das Marg, Mehrauli, New Delhi, Delhi 110030, India","G5GM+JW Mehrauli, New Delhi, Delhi, India",+91 73036 00299,,,,,,,,,TRUE,Restaurants in Mehrauli,2020-02-17T11:20:03.942Z,roohnewdelhi.com
"https://www.google.com/maps/place/The+Grammar+Room/@28.523079,77.1726752,15z/data=!4m8!1m2!2m1!1sRestaurants+in+Mehrauli!3m4!1s0x390d1e07cb9bbce7:0x76ccd473d034a2dd!8m2!3d28.5257612!4d77.1841619?hl=en",The Grammar Room,4.5,530,Cafe,Breakfast · Outdoor seating · Cozy,"One Style Mile, Kalka Das Marg, Opp Alai Minar, Mehrauli, New Delhi, Delhi 110030, India","G5GM+8M Mehrauli, New Delhi, Delhi, India",+91 81302 88558,,,,,,,,,TRUE,Restaurants in Mehrauli,2020-02-17T11:20:05.819Z,
"https://www.google.com/maps/place/Shan+Chicken+Corner/@28.523079,77.1726752,15z/data=!4m8!1m2!2m1!1sRestaurants+in+Mehrauli!3m4!1s0x390d1e0f6cf9d53b:0x7719babc8523c9ba!8m2!3d28.5205267!4d77.181755?hl=en",Shan Chicken Corner,4.6,22,Restaurant,Casual · Groups,"Mehrauli Village, Mehrauli, New Delhi, Delhi 110030, India","G5CJ+6P Delhi, India",+91 97110 90274,,,,,,,,,,Restaurants in Mehrauli,2020-02-17T11:20:07.196Z,
"https://www.google.com/maps/place/HELEN'S+signature+Cuisine/@28.523079,77.1726752,15z/data=!4m8!1m2!2m1!1sRestaurants+in+Mehrauli!3m4!1s0x390d1fe51aab6b35:0xad06d2204c887e0d!8m2!3d28.5190233!4d77.1750884?hl=en",HELEN'S signature Cuisine,5,12,Takeout Restaurant,Casual · Good for kids · Groups,"SECOND FLOOR, T21A KRISHNA APARTMENTS WARD NO 3, 602, Mehrauli, New Delhi, Delhi 110030, India","G59G+J2 Mehrauli, New Delhi, Delhi, India",,,,,,,,,,TRUE,Restaurants in Mehrauli,2020-02-17T11:20:08.397Z,business.site
"https://www.google.com/maps/place/SHIVAS+CAFE/@28.523079,77.1726752,15z/data=!4m8!1m2!2m1!1sRestaurants+in+Mehrauli!3m4!1s0x390d1e0f494fae17:0xdaa4daba8dac94f!8m2!3d28.5223426!4d77.1819794?hl=en",SHIVAS CAFE,4.1,93,Cafe,Late-night food · Outdoor seating · Cozy,"Ambavata Complex, 1092/5 2nd floor near, Ward Number 1, New Delhi, Delhi 110030, India","G5CJ+WQ New Delhi, Delhi, India",+91 96505 53022,,,,,,,,,TRUE,Restaurants in Mehrauli,2020-02-17T11:20:09.747Z,shivascafe.business.site
"https://www.google.com/maps/place/Kriston+Kitchen/@28.523079,77.1726752,15z/data=!4m8!1m2!2m1!1sRestaurants+in+Mehrauli!3m4!1s0x390d1e0724aa43bd:0x635e0a85e355fafc!8m2!3d28.526564!4d77.187466?hl=en",Kriston Kitchen,3.9,17,Family restaurant,Casual · Good for kids · Groups,"The Qutub Tiffin(opp. Qutub MInar), Seth Sarai, Mehrauli,, New Delhi, Delhi 110030, India","G5GP+JX New Delhi, Delhi, India",+91 11 6457 5777,,,,,,,,,TRUE,Restaurants in Mehrauli,2020-02-17T11:20:11.002Z,
"https://www.google.com/maps/place/SHAKES+POINT/@28.523079,77.1726752,15z/data=!4m8!1m2!2m1!1sRestaurants+in+Mehrauli!3m4!1s0x390d1f931a9dc101:0x91e7646f404c57ac!8m2!3d28.5237078!4d77.1755899?hl=en",SHAKES POINT,4.9,183,Fast food restaurant,Casual · Good for kids · Groups,"778/6 Ground floor, Doodh Wali Gali, i, Mehrauli, Delhi 110030, India","G5FG+F6 Mehrauli, New Delhi, Delhi, India",+91 70656 54949,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipOm3hoSX_J9q8aIKTjNsFehm5XnEUyi-je0gOqm=w427-h240-k-no,TRUE,Restaurants in Mehrauli,2020-02-17T11:20:12.110Z,
"https://www.google.com/maps/place/Darjeeling+Delight,+76%2F2,+Kishangarh+-+Mehrauli+Rd,+Kishangarh+Village,+Vasant+Kunj,+New+Delhi,+Delhi+110070,+India/@28.523079,77.1726752,15z/data=!4m5!1m2!2m1!1sRestaurants+in+Mehrauli!3m1!1s0x390d1fdf7b3b050f:0x8094ebfd684cf42c?hl=en",Darjeeling Delight,5,13,Restaurant,Casual · Good for kids · Groups,"76/2, Kishangarh - Mehrauli Rd, Kishangarh Village, Vasant Kunj, New Delhi, Delhi 110070, India","G597+VQ Vasant Kunj, New Delhi, Delhi, India",,,,,,,,,,TRUE,Restaurants in Mehrauli,2020-02-17T11:20:13.778Z,business.site
"https://www.google.com/maps/place/Pahalwan+Dhaba/@28.519665,77.155701,15z/data=!4m8!1m2!2m1!1sRestaurants+in+Mehrauli!3m4!1s0x390d1e0f1462babb:0xd7aa2a59bd673a65!8m2!3d28.5207806!4d77.1815246?hl=en",Pahalwan Dhaba,4,335,Mughlai restaurant,Cash-only · Casual · Groups,"Dargha Rd, Mehrauli Village, Mehrauli, New Delhi, Delhi 110016, India","G5CJ+8J Delhi, India",+91 99993 30363,,,,,,,,,,Restaurants in Mehrauli,2020-02-17T11:20:15.833Z,
"https://www.google.com/maps/place/The+Qutub+Tiffin/@28.523079,77.1726752,15z/data=!4m8!1m2!2m1!1sRestaurants+in+Mehrauli!3m4!1s0x390d1e0723334d4b:0x2f6e73c649c4ae5d!8m2!3d28.5266121!4d77.1876173?hl=en",The Qutub Tiffin,4.1,110,Box lunch supplier,,"The Qutub Tiffin Vila Heaven Ten Style Mile, Seth Sarai, Mehrauli, New Delhi, Delhi 110030, India","G5GQ+J2 New Delhi, Delhi, India",,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipO9NaUyaAcw-0XPd5UDwnAkfXFANrQuWWtg-EF7=w408-h306-k-no,TRUE,Restaurants in Mehrauli,2020-02-17T11:20:16.852Z,
"https://www.google.com/maps/place/ETc./@28.523079,77.1726752,15z/data=!4m8!1m2!2m1!1sRestaurants+in+Mehrauli!3m4!1s0x390d1e07b8d1dc13:0xe11664ee6ed04c35!8m2!3d28.5266413!4d77.1845984?hl=en",ETc.,3.9,16,Asian restaurant,Casual · Good for kids · Groups,"H-5/2 Ambawatta One, Kalka Das Marg, Seth Sarai, Mehrauli, New Delhi, Delhi 110030, India","G5GM+MR Delhi, India",+91 88009 72290,,,,,,,,,,Restaurants in Mehrauli,2020-02-17T11:20:19.577Z,
"https://www.google.com/maps/place/Kathi+Rolls/@28.523079,77.1726752,15z/data=!4m8!1m2!2m1!1sRestaurants+in+Mehrauli!3m4!1s0x390d1e0f25840727:0x3a05f297278e872!8m2!3d28.5216093!4d77.180665?hl=en",Kathi Rolls,4.5,28,Fast food restaurant,Casual · Good for kids · Groups,"1085/1, Ward Number 1, Mehrauli Village, Mehrauli, New Delhi, Delhi 110030, India","G5CJ+J7 Delhi, India",+91 92666 33388,,,,,,,,,,Restaurants in Mehrauli,2020-02-17T11:20:22.952Z,
"https://www.google.com/maps/place/southern+cafe,+Ward+Number+1,+Mehrauli+Village,+Mehrauli,+New+Delhi,+Delhi+110030,+India/@28.523079,77.1726752,15z/data=!4m5!1m2!2m1!1sRestaurants+in+Mehrauli!3m1!1s0x390d1e0f13cd822d:0xe66b670bdfe19f0f?hl=en",southern cafe,4.1,106,South Indian restaurant,Casual · Good for kids · Groups,"Ward Number 1, Mehrauli Village, Mehrauli, New Delhi, Delhi 110030, India","G5CJ+MF Mehrauli, New Delhi, Delhi, India",+91 98187 79341,,,,,,,,,TRUE,Restaurants in Mehrauli,2020-02-17T11:20:25.135Z,southern-cafe.business.site
"https://www.google.com/maps/place/Oberoi+Dhaba/@28.523079,77.1726752,15z/data=!4m8!1m2!2m1!1sRestaurants+in+Mehrauli!3m4!1s0x390d1e0edbf6bdf7:0xf5ce97eb293e2ef3!8m2!3d28.521166!4d77.179717?hl=en",Oberoi Dhaba,3.8,436,North Indian restaurant,Reservations required · Late-night food · Casual,"7, Kalu Ram Chowk Rd, opposite Police Station, Ward no- 2, Mehrauli Village, Mehrauli, New Delhi, Delhi 110016, India","G5CH+FV Mehrauli, New Delhi, Delhi, India",+91 11 2664 1828,,,,,,,,,TRUE,Restaurants in Mehrauli,2020-02-17T11:20:26.709Z,
"https://www.google.com/maps/place/Big+Wong/@37.0625,-95.677068,4z/data=!4m8!1m2!2m1!1sRestaurants+in+Vasant+Vihar!3m4!1s0x390d1dae7b018a8f:0x5fc76f406265d9c5!8m2!3d28.5613808!4d77.1552935?hl=en",Big Wong,4.1,139,Chinese restaurant,Cozy · Casual · Good for kids,"D-12, 1st Floor, D-Block Market, Paschimi Marg,Opp.Vasant Vihar Club, Vasant Vihar, New Delhi, Delhi 110057, India","H564+H4 New Delhi, Delhi, India",+91 80101 11666,,,,,,,,,TRUE,Restaurants in Vasant Vihar,2020-02-17T11:20:40.633Z,bigwong.in
