placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,,,,,,,,imgUrl,isClaimed,query,timestamp,phoneNumber
"https://www.google.com/maps/place/Amritsar+Express/@30.0165891,72.8469887,7z/data=!4m8!1m2!2m1!1sRestaurants+in+Jail+Road!3m4!1s0x390d0498ac1dec89:0x1e184e66284d2ea0!8m2!3d28.6357401!4d77.0966921?hl=en",Amritsar Express,4,202,Punjabi restaurant,Casual · Good for kids · Groups,"Shop No.-18/1, Prem Nagar, Jail Road, Near Tilak Nagar Metro Station, Tilak Nagar, Delhi 110058, India","J3PW+7M Tilak Nagar, New Delhi, Delhi, India",,,,,,,,,,TRUE,Restaurants in Jail Road,2020-02-17T06:59:30.160Z,+91 83739 70356
"https://www.google.com/maps/place/The+Shawarma+Junction/@30.0165891,72.8469887,7z/data=!4m8!1m2!2m1!1sRestaurants+in+Jail+Road!3m4!1s0x390d049f54543a3d:0xe160d18f2d7ed6bf!8m2!3d28.634948!4d77.09693?hl=en",The Shawarma Junction,4.3,661,Fast food restaurant,Late-night food · Casual · Good for kids,"Delhi, 22/1, Jail Rd, Prem Nagar, Janakpuri, New Delhi, Delhi 110018, India","J3MW+XQ Janakpuri, New Delhi, Delhi, India",,,,,,,,,,TRUE,Restaurants in Jail Road,2020-02-17T06:59:32.386Z,+91 95992 67626
"https://www.google.com/maps/place/Deepak+Vaishno+Dhaba/@30.0165891,72.8469887,7z/data=!4m8!1m2!2m1!1sRestaurants+in+Jail+Road!3m4!1s0x390d04a172eec19f:0xd462c51abefcf244!8m2!3d28.6313941!4d77.0981721?hl=en",Deepak Vaishno Dhaba,4.1,108,Restaurant,Late-night food · Casual · Good for kids,"Stall No. A+F, D.D.A. Market, Jail Road, (Near Wine Shop),, Shaheed Captain Anuj Nayyar Marg, Janakpuri, New Delhi, Delhi 110058, India","J3JX+H7 Janakpuri, New Delhi, Delhi, India",,,,,,,,,,TRUE,Restaurants in Jail Road,2020-02-17T06:59:35.723Z,+91 98998 45231
"https://www.google.com/maps/place/Rama+Chole+Bhature/@30.0165891,72.8469887,7z/data=!4m8!1m2!2m1!1sRestaurants+in+Jail+Road!3m4!1s0x390d049f4c591f95:0xe8848f1decd85b52!8m2!3d28.6356321!4d77.0969589?hl=en",Rama Chole Bhature,3.9,632,North Indian restaurant,Cash-only · Casual · Good for kids,"27, 3, Jail Rd, Double Storey, Ashok Nagar, New Delhi, Delhi 110018, India","J3PW+7Q Delhi, India",,,,,,,,,,,Restaurants in Jail Road,2020-02-17T06:59:40.434Z,+91 88607 60585
"https://www.google.com/maps/place/Subway/@30.0165891,72.8469887,7z/data=!4m8!1m2!2m1!1sRestaurants+in+Jail+Road!3m4!1s0x390d04a7979e4197:0x53d7c2b4bab4f2d9!8m2!3d28.6256019!4d77.1013752?hl=en",Subway,4,380,Fast food restaurant,Late-night food · Casual · Vegetarian options,"HL-4, Jail Rd, Hari Nagar, New Delhi, Delhi 110027, India","J4G2+6H Hari Nagar, New Delhi, Delhi, India",subway.co.in,,,,,,,,https://lh5.googleusercontent.com/proxy/jF86tLmJNYf4sDRVo0NNLBIVwucGVHq-8vlJ8tR-V-CnWVKipRY-gPzCUH-bpzcljTb6vqqH05086SSjBjFkIxMq2cU9CFs1vvr_idt-Zra4KoW0doToTLJzcSEvP4rs88rrB0fP72NPWwRGmsiJUtjbpilpulU=w420-h240-k-no,TRUE,Restaurants in Jail Road,2020-02-17T06:59:43.206Z,+91 11 4142 2655
"https://www.google.com/maps/place/Moti+Mahal+Delux/@30.0165891,72.8469887,7z/data=!4m8!1m2!2m1!1sRestaurants+in+Jail+Road!3m4!1s0x390d04a7eb71a741:0xf8ebb5b385f62271!8m2!3d28.6256531!4d77.1013782?hl=en",Moti Mahal Delux,3.5,310,Indian restaurant,Late-night food · All you can eat · Cozy,"BA-142A, Jail Rd, near Lakme Salon, Janakpuri, New Delhi, Delhi 110058, India","J4G2+7H Janakpuri, New Delhi, Delhi, India",,,,,,,,,,TRUE,Restaurants in Jail Road,2020-02-17T06:59:45.036Z,
"https://www.google.com/maps/place/Khalsa+Hotel,+Bus+Stand,+Shop+No.WZ+296,+Jail+Rd,+Hari+Nagar,+Shiv+Nagar,+New+Delhi,+Delhi+110058,+India/@30.0165891,72.8469887,7z/data=!4m5!1m2!2m1!1sRestaurants+in+Jail+Road!3m1!1s0x390d04a71dcad09d:0x114b980e43c394dd?hl=en",Khalsa Hotel,3.8,92,Vegetarian restaurant,All you can eat · Casual · Vegetarian options,"Bus Stand, Shop No.WZ 296, Jail Rd, Hari Nagar, Shiv Nagar, New Delhi, Delhi 110058, India","J4G2+X3 Delhi, India",,,,,,,,,,,Restaurants in Jail Road,2020-02-17T06:59:46.411Z,+91 99903 31345
"https://www.google.com/maps/place/Dosai/@30.0165891,72.8469887,7z/data=!4m8!1m2!2m1!1sRestaurants+in+Jail+Road!3m4!1s0x390d049f4a572f2b:0xb130c177de2b67ce!8m2!3d28.63604!4d77.0969358?hl=en",Dosai,4.1,328,South Indian restaurant,Casual · Good for kids · Groups,"29/1, Jail Rd, Ashok Nagar, New Delhi, Delhi 110018, India","J3PW+CQ Delhi, India",,,,,,,,,,,Restaurants in Jail Road,2020-02-17T06:59:48.478Z,
"https://www.google.com/maps/place/Shahryar+Restaurant,+Jail+Rd,+Akbarabad+Faisalabad,+Punjab,+Pakistan/@30.0165891,72.8469887,7z/data=!4m5!1m2!2m1!1sRestaurants+in+Jail+Road!3m1!1s0x3922427c4b1e4501:0xe37cce941ce9ba33?hl=en",Shahryar Restaurant,4,2624,Restaurant,Late-night food · All you can eat · Cozy,"Jail Rd, Akbarabad Faisalabad, Punjab, Pakistan","C3WJ+83 Faisalabad, Pakistan",,,,,,,,,,,Restaurants in Jail Road,2020-02-17T06:59:49.799Z,+92 41 2634349
"https://www.google.com/maps/place/Muradabadi+Shahi+Biryani/@30.0165891,72.8469887,7z/data=!4m8!1m2!2m1!1sRestaurants+in+Jail+Road!3m4!1s0x390d04a17147685f:0xe8dfa412d476999b!8m2!3d28.635623!4d77.0972565?hl=en",Muradabadi Shahi Biryani,4,582,Biryani restaurant,All you can eat · Casual · Groups,"Shop 3, BA-141-A, jail road, Janakpuri, Delhi 110058, India","J3PW+6W Delhi, India",,,,,,,,,,TRUE,Restaurants in Jail Road,2020-02-17T06:59:50.987Z,+91 96439 92466
"https://www.google.com/maps/place/Nehru+Place+Social/@28.5498183,77.2483727,17z/data=!4m8!1m2!2m1!1sRestaurants+in+Nehru+Place!3m4!1s0x390ce3cf4f9bcd15:0xd42a130440ea0624!8m2!3d28.5512974!4d77.2517334?hl=en",Nehru Place Social,4.3,4227,North Indian restaurant,Late-night food · Cozy · Casual,"R-1, Upper Ground Floor, Epicuria Food Mall Nehru Place Metro Station, New Delhi, Delhi 110019, India","H722+GM New Delhi, Delhi, India",socialoffline.in,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipO0g-D8DZov1FveJRejvHKc02FP8HfEB85xLwl0=w408-h253-k-no,TRUE,Restaurants in Nehru Place,2020-02-17T07:00:05.318Z,+91 78385 00838
"https://www.google.com/maps/place/Big+Wong/@28.5498183,77.2483727,17z/data=!4m8!1m2!2m1!1sRestaurants+in+Nehru+Place!3m4!1s0x390ce3cf577b7feb:0xf898b1b3de6c780a!8m2!3d28.5513795!4d77.2517965?hl=en",Big Wong,4.3,512,Chinese restaurant,Cozy · Casual · Good for kids,"FC-14, Epicuria, Lower Ground Floor, Nehru Place, New Delhi, Delhi 110019, India","H722+HP Delhi, India",bigwong.in,,,,,,,,,,Restaurants in Nehru Place,2020-02-17T07:00:10.374Z,+91 88004 56614
"https://www.google.com/maps/place/Pind+Balluchi+Nehru+Place/@28.5498183,77.2483727,17z/data=!4m8!1m2!2m1!1sRestaurants+in+Nehru+Place!3m4!1s0x390ce3cf9edfe7cf:0x5cd5e3710850a40e!8m2!3d28.5488353!4d77.2515759?hl=en",Pind Balluchi Nehru Place,3.8,1248,North Indian restaurant,Late-night food · All you can eat · Cozy,"Gedore House, 103/104 A, behind Satyam Cinema, Nehru Place, New Delhi, Delhi 110019, India","G7X2+GJ Nehru Place, New Delhi, Delhi, India",pindballuchi.com,,,,,,,,https://lh6.googleusercontent.com/proxy/ES30IwjdzsXoxVLcvvytPfmyjKVjZgiq0GF-_x4Irjqfd1p9HuKM1VH5CWpQ7ntYLMDhIWl-bBTXj6PNKjnGjjthRrkr3u1PwZTvbmXBlWW6Pv2ycKnrqLEbjXMYu1AOOuzZuaULqc30tvsJJlvS-LtOTKKWUgM=w420-h240-k-no,TRUE,Restaurants in Nehru Place,2020-02-17T07:00:12.365Z,+91 11 4160 6868
"https://www.google.com/maps/place/The+Asian+Tuk+Tuk+-+Nehru+Place/@28.5498183,77.2483727,17z/data=!4m8!1m2!2m1!1sRestaurants+in+Nehru+Place!3m4!1s0x390ce3d9596c423d:0x6e338d85bb91d49!8m2!3d28.5505878!4d77.2519826?hl=en",The Asian Tuk Tuk - Nehru Place,4.3,318,Asian restaurant,Reservations required · Happy hour food · Late-night food,"Metro Station, Ground, Eros Corporate Tower, opposite Nehru Place, Nehru Place, New Delhi, Delhi 110019, India","H722+6Q Nehru Place, New Delhi, Delhi, India",,,,,,,,,,TRUE,Restaurants in Nehru Place,2020-02-17T07:00:14.586Z,+91 88607 32343
"https://www.google.com/maps/place/Singh+Sahib+Restaurant/@28.5498183,77.2483727,17z/data=!4m8!1m2!2m1!1sRestaurants+in+Nehru+Place!3m4!1s0x390ce3cf1e503d05:0x5438e013fcb9b12a!8m2!3d28.5501237!4d77.2492449?hl=en",Singh Sahib Restaurant,4.2,95,North Indian restaurant,All you can eat · Outdoor seating · Cozy,"The Eros Hotel, American Plaza, Nehru Place, New Delhi, Delhi 110019, India","H62X+2M Nehru Place, New Delhi, Delhi, India",eroshotels.co.in,,,,,,,,,TRUE,Restaurants in Nehru Place,2020-02-17T07:00:16.617Z,+91 11 4133 1655
"https://www.google.com/maps/place/FIO+-+Cookhouse+%26+Bar/@28.5498183,77.2483727,17z/data=!4m8!1m2!2m1!1sRestaurants+in+Nehru+Place!3m4!1s0x390ce3cf4f934e9b:0xc62e3708e0d2b62d!8m2!3d28.5513919!4d77.2510744?hl=en",FIO - Cookhouse & Bar,4.3,1562,Italian restaurant,Late-night food · Outdoor seating · Cozy,"Epicuria Mall, R1, Nehru Place, Under Metro Station, New Delhi, Delhi 110019, India","H722+HC New Delhi, Delhi, India",fiorestaurant.com,,,,,,,,,TRUE,Restaurants in Nehru Place,2020-02-17T07:00:19.893Z,+91 99710 04536
"https://www.google.com/maps/place/Royal+China/@28.5498183,77.2483727,17z/data=!4m8!1m2!2m1!1sRestaurants+in+Nehru+Place!3m4!1s0x390ce3cf69b24ac3:0xe2bcd9f8a25819c8!8m2!3d28.5500552!4d77.2516712?hl=en",Royal China,4.2,637,Chinese restaurant,Late-night food · Cozy · Good for kids,"16th Floor, Eros Corporate Towers, Nehru Place, New Delhi, Delhi 110019, India","H722+2M Nehru Place, New Delhi, Delhi, India",royalchinadelhi.com,,,,,,,,https://lh6.googleusercontent.com/proxy/KUgemMuaCmKnlK0fz1baEPnh28YbZw6byizORqiFztZBCftDM_Vg7lzkasKRPF2e0P5vkd_W_B8QxnsMSjxEcDqscZXsbovqFJ-JJTeIgJZvHKAS6OJmUD_dqIPmD181krLBHZeDUgw9_9jdDyliaCCZ0cjZSjc=w420-h240-k-no,TRUE,Restaurants in Nehru Place,2020-02-17T07:00:22.017Z,+91 11 4981 8000
"https://www.google.com/maps/place/Lord+of+the+Drinks+Forum/@28.5498183,77.2483727,17z/data=!4m8!1m2!2m1!1sRestaurants+in+Nehru+Place!3m4!1s0x390ce3cf50f7547f:0xb3fed6edfd0af90c!8m2!3d28.551461!4d77.251493?hl=en",Lord of the Drinks Forum,4.2,1688,Bar & grill,Reservations required · Late-night food · All you can eat,"Ground Floor Epicuria Food Mall R8, Nehru Place, New Delhi, Delhi 110019, India","H722+HH Nehru Place, New Delhi, Delhi, India",lordofthedrinks.in,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipMvtjjCGUNWJKNnPIjpcQT77n5V_zoMkRU9VZNC=w408-h272-k-no,TRUE,Restaurants in Nehru Place,2020-02-17T07:00:24.985Z,+91 85888 44115
"https://www.google.com/maps/place/The+Chatter+House/@28.5498183,77.2483727,17z/data=!4m8!1m2!2m1!1sRestaurants+in+Nehru+Place!3m4!1s0x390ce3cf57954a29:0x9e6ae9f4153e6650!8m2!3d28.5514778!4d77.2519611?hl=en",The Chatter House,4.2,1113,Gastropub,Late-night food · Outdoor seating · Cozy,"S 2-3 & F-15, Lower Ground Floor, Epicuria Mall, Nehru Place, New Delhi, Delhi 110019, India","H722+HQ New Delhi, Delhi, India",business.site,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipPnGEM7HmE2kbvMNvVT4wFyBnR5f9fC37iwjD1i=w426-h240-k-no,TRUE,Restaurants in Nehru Place,2020-02-17T07:00:28.495Z,+91 72220 47777
"https://www.google.com/maps/place/Nando's+Epicuria+Mall/@28.5498183,77.2483727,17z/data=!4m8!1m2!2m1!1sRestaurants+in+Nehru+Place!3m4!1s0x390ce3cf59d6c7bd:0x4ec1f762ce9c5fec!8m2!3d28.5513381!4d77.2518021?hl=en",Nando's Epicuria Mall,4.1,880,Chicken restaurant,All you can eat · Cozy · Casual,"Outlet J, West wing, Upper Ground floor, Epicuria, Nehru Place, New Delhi, Delhi 110019, India","H722+GP Nehru Place, New Delhi, Delhi, India",nandosindia.com,,,,,,,,,TRUE,Restaurants in Nehru Place,2020-02-17T07:00:31.749Z,+91 98710 20362
"https://www.google.com/maps/place/Only+Bar+Restaurant/@28.5498183,77.2483727,17z/data=!4m8!1m2!2m1!1sRestaurants+in+Nehru+Place!3m4!1s0x390ce3cf167bf9dd:0x21a46c8357b3c2ef!8m2!3d28.5481143!4d77.2512064?hl=en",Only Bar Restaurant,4.6,2098,Modern Indian restaurant,Late-night food · All you can eat · Cozy,"Shop Number 24, Raj Lok Building Above Allahabad Bank, Nehru Place, New Delhi, Delhi 110019, India","G7X2+6F Nehru Place, New Delhi, Delhi, India",onlybar.in,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipOyzW_cy97iKJ8uP_I22b0hLLh0WcbKvTXnSePe=w408-h306-k-no,TRUE,Restaurants in Nehru Place,2020-02-17T07:00:36.185Z,+91 11 4039 2918
"https://www.google.com/maps/place/SWAD/@28.5498183,77.2483727,17z/data=!4m8!1m2!2m1!1sRestaurants+in+Nehru+Place!3m4!1s0x390ce3cf0e205c5d:0xcd244f511f8bc9de!8m2!3d28.549756!4d77.2501151?hl=en",SWAD,3.9,1372,Fast food restaurant,All you can eat · Casual · Vegetarian options,"43, Ground Floor, Chiranjiv Tower, Nehru Place, New Delhi, Delhi 110019, India","G7X2+W2 Nehru Place, New Delhi, Delhi, India",swadnehruplace.com,,,,,,,,,TRUE,Restaurants in Nehru Place,2020-02-17T07:00:39.405Z,+91 98215 24232
"https://www.google.com/maps/place/Dhaba+Estd+1986,+Nehru+Place/@28.5498183,77.2483727,17z/data=!4m8!1m2!2m1!1sRestaurants+in+Nehru+Place!3m4!1s0x390ce3cf582ba531:0xa979a84411ce929b!8m2!3d28.551342!4d77.251844?hl=en","Dhaba Estd 1986, Nehru Place",4.2,846,North Indian restaurant,Cozy · Casual · Vegetarian options,"Epicuria Mall , Nehru Place, New Delhi, Delhi 110019, India","H722+GP New Delhi, Delhi, India",dhaba1986.com,,,,,,,,,TRUE,Restaurants in Nehru Place,2020-02-17T07:00:42.092Z,+91 11 2641 0555
"https://www.google.com/maps/place/The+Flying+Saucer+Cafe/@28.5498183,77.2483727,17z/data=!4m8!1m2!2m1!1sRestaurants+in+Nehru+Place!3m4!1s0x390ce3cf5e1a0b4b:0x2a91136fe3f902e1!8m2!3d28.5513401!4d77.252197?hl=en",The Flying Saucer Cafe,4.1,3444,Cafe,Late-night food · Cozy · Casual,"TDI Westside Mall, 204 Underground Food court, Bipin Chandra Pal Marg, Nehru Place, New Delhi, Delhi 110019, India","H722+GV Nehru Place, New Delhi, Delhi, India",theflyingsaucercafe.in,,,,,,,,https://lh3.googleusercontent.com/proxy/0g0_YIqM385RIBt2Gwx5DBrXmMY1aL1G3H2AlhhTADqOcmsBYV_TO05hiksNyCLlguSnFW-zfvdcj8a19Y3Gl24_suehXnz9BeZ-hkdXpchtYY1TAeb9LN-EnVugfLgDX2KGjg_ifWHmzIfGUoliYXino5d2Rw=w420-h240-k-no,TRUE,Restaurants in Nehru Place,2020-02-17T07:00:46.332Z,+91 95600 88341
"https://www.google.com/maps/place/Blooms+Restaurant+Eros+Hotel,+Nehru+Place/@28.5498183,77.2483727,17z/data=!4m8!1m2!2m1!1sRestaurants+in+Nehru+Place!3m4!1s0x390ce3cee103a35b:0x6da35dfbc7351ae2!8m2!3d28.550172!4d77.2489258?hl=en","Blooms Restaurant Eros Hotel, Nehru Place",4.3,132,Continental restaurant,Late-night food · All you can eat · Breakfast,"110019, Nehru Place, New Delhi, Delhi 110019, India","H62X+3H Nehru Place, New Delhi, Delhi, India",eroshotels.co.in,,,,,,,,,TRUE,Restaurants in Nehru Place,2020-02-17T07:00:48.755Z,+91 11 4133 1650
"https://www.google.com/maps/place/SONA+SWEETS+:+SRI+UDIPI+RESTAURANT/@28.5498183,77.2483727,17z/data=!4m8!1m2!2m1!1sRestaurants+in+Nehru+Place!3m4!1s0x390ce3cf576a255b:0xd835c6bfb166d7d!8m2!3d28.5486684!4d77.2513366?hl=en",SONA SWEETS : SRI UDIPI RESTAURANT,4.1,2660,Candy store,,"Meghdhoot Building, G-1, 27, Nehru Place, New Delhi, Delhi 110019, India","G7X2+FG Nehru Place, New Delhi, Delhi, India",sonasweets.in,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipMyCW3Qyd21nLPegOhY4zkdy0QEfRpHYkuwepKc=w408-h306-k-no,TRUE,Restaurants in Nehru Place,2020-02-17T07:00:51.300Z,+91 11 2642 6777
"https://www.google.com/maps/place/The+Beer+Cafe/@28.5498183,77.2483727,17z/data=!4m8!1m2!2m1!1sRestaurants+in+Nehru+Place!3m4!1s0x390ce3cf53bf6889:0x84af6b6ff9a28302!8m2!3d28.551478!4d77.251543?hl=en",The Beer Cafe,4,832,Bar & grill,Late-night food · Cozy · Casual,"S 4/5, TDI Epicura Nehru Place Metro Station, New Delhi, Delhi 110019, India","H722+HJ New Delhi, Delhi, India",thebeercafe.com,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipPRvcByO0APiGFfceR2Un0aG6ytsb1foX9KWR-n=w427-h240-k-no,TRUE,Restaurants in Nehru Place,2020-02-17T07:00:54.668Z,+91 89291 88558
"https://www.google.com/maps/place/New+Punjabi+Khana/@28.5498183,77.2483727,17z/data=!4m8!1m2!2m1!1sRestaurants+in+Nehru+Place!3m4!1s0x390ce3cf745a0b8d:0xbfc27a8c3db3bb6f!8m2!3d28.5492997!4d77.2506899?hl=en",New Punjabi Khana,4.1,385,Punjabi restaurant,Casual · Good for kids · Groups,"IFFCO-TOKIO, Shop N. G-7/35-36, Nehru Place, New Delhi, Delhi 110019, India","G7X2+P7 Nehru Place, New Delhi, Delhi, India",,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipMcra9kfERAnlsHz6NYQY0n58ko8-Y8k6vBYcWN=w408-h306-k-no,TRUE,Restaurants in Nehru Place,2020-02-17T07:00:56.962Z,+91 98111 53620
"https://www.google.com/maps/place/The+Irish+House/@28.5498183,77.2483727,17z/data=!4m8!1m2!2m1!1sRestaurants+in+Nehru+Place!3m4!1s0x390ce3cf4e2f74ef:0x5653dba6afeb433c!8m2!3d28.5515223!4d77.2512617?hl=en",The Irish House,4.2,1941,Bar & grill,Late-night food · Cozy · Casual,"Unit No R2, Upper Ground Floor, Epicuria Food Mall, TDI South Bridge, Metro Station, Nehru Place, New Delhi, Delhi 110065, India","H722+JG Nehru Place, New Delhi, Delhi, India",theirishhouse.in,,,,,,,,,TRUE,Restaurants in Nehru Place,2020-02-17T07:00:59.544Z,+91 82918 52504
"https://www.google.com/maps/place/Cafe+Einstein,+Paharpur+Business+Centre,+21,+Nehru+Place,+New+Delhi,+Delhi+110019,+India/@28.5498183,77.2483727,17z/data=!4m5!1m2!2m1!1sRestaurants+in+Nehru+Place!3m1!1s0x390ce3cfe91504eb:0x2d4b847cd3e50400?hl=en",Cafe Einstein,4.5,18,Restaurant,Casual · Groups,"Paharpur Business Centre, 21, Nehru Place, New Delhi, Delhi 110019, India","G7X2+68 Nehru Place, New Delhi, Delhi, India",pbcnet.com,,,,,,,,,TRUE,Restaurants in Nehru Place,2020-02-17T07:01:01.463Z,+91 11 2620 7171
