placeUrl,title,rating,reviewCount,category,address,website,phoneNumber,imgUrl,isClaimed,query,monday,tuesday,wednesday,thursday,friday,saturday,sunday
"https://www.google.com/maps/place/Jama+Masjid,+Jama+Masjid+Rd,+Jama+Masjid,+Chandni+Chowk,+New+Delhi,+Delhi+110006,+India/@28.5791506,77.1584686,12z/data=!4m5!1m2!2m1!1sTourist+spots+in+New+delhi!3m1!1s0x390cfd18df89b215:0xdd57369e29bf9d96?hl=en",Jama Masjid,4.6,,Mosque,"Jama Masjid Rd, Jama Masjid, Chandni Chowk, New Delhi, Delhi 110006, India",delhitourism.gov.in,+91 11 2336 5358,,TRUE,Tourist spots in New delhi,"7AM -   12PM, 1:30 -   6:30PM","7AM -   12PM, 1:30 -   6:30PM","7AM -   12PM, 1:30 -   6:30PM","7AM -   12PM, 1:30 -   6:30PM","7AM -   12PM, 1:30 -   6:30PM","7AM -   12PM, 1:30 -   6:30PM","7AM -   12PM, 1:30 -   6:30PM"
"https://www.google.com/maps/place/Safdarjung+Tomb,+Airforce+Golf+Course,+Delhi+Race+Club,+New+Delhi,+Delhi+110021,+India/@28.5791506,77.1584686,12z/data=!4m5!1m2!2m1!1sTourist+spots+in+New+delhi!3m1!1s0x390ce291e9cdc555:0xcd09511bfd9337ec?hl=en",Safdarjung Tomb,4.3,9062,Monument,"Airforce Golf Course, Delhi Race Club, New Delhi, Delhi 110021, India",delhitourism.gov.in,,https://lh5.googleusercontent.com/p/AF1QipMEsFkyab26Mql2gP1IyEZJZxq2LQIITo9whe72=w408-h272-k-no,TRUE,Tourist spots in New delhi,7AM -   5PM,7AM -   5PM,7AM -   5PM,7AM -   5PM,7AM -   5PM,7AM -   5PM,7AM -   5PM
"https://www.google.com/maps/place/Akshardham,+Noida+Mor,+Pandav+Nagar,+New+Delhi,+Delhi+110092,+India/@28.5791506,77.1584686,12z/data=!4m5!1m2!2m1!1sTourist+spots+in+New+delhi!3m1!1s0x390ce35b9975b1fb:0x69a09f265ef3b22a?hl=en",Akshardham,4.7,26139,Hindu temple,"Noida Mor, Pandav Nagar, New Delhi, Delhi 110092, India",akshardham.com,+91 11 4344 2344,https://lh5.googleusercontent.com/p/AF1QipOKadAKkvtalZjnM5mCydVnQwSn0QFS8Oa98nii=w426-h240-k-no,TRUE,Tourist spots in New delhi,,,,,,,
"https://www.google.com/maps/place/Nehru+Park,+Delhi,+Ashoka+Hotel+in+the+Chanakyapuri+diplomatic+area,+New+Delhi,+Delhi+110023,+India/@28.5791506,77.1584686,12z/data=!4m5!1m2!2m1!1sTourist+spots+in+New+delhi!3m1!1s0x390d1d62472e6819:0xc450cbff112a9f61?hl=en","Nehru Park, Delhi",4.5,10820,Park,"Ashoka Hotel in the Chanakyapuri diplomatic area, New Delhi, Delhi 110023, India",,,https://lh5.googleusercontent.com/p/AF1QipPYWuXfF3I_QhzM6-IUUhGOb2ebTXk3tG2RcRT4=w426-h240-k-no,,Tourist spots in New delhi,Open 24 hours,5AM -   9PM,5AM -   9PM,5AM -   9PM,5AM -   9PM,5AM -   9PM,5AM -   9PM
"https://www.google.com/maps/place/Jantar+Mantar,+Connaught+Place,+Sansad+Marg,+New+Delhi,+Delhi+110001,+India/@28.5791506,77.1584686,12z/data=!4m5!1m2!2m1!1sTourist+spots+in+New+delhi!3m1!1s0x390cfd4a694fc49b:0xa24a6ec962781b0c?hl=en",Jantar Mantar,4.1,20357,Observatory,"Connaught Place, Sansad Marg, New Delhi, Delhi 110001, India",delhitourism.gov.in,+91 11 2336 5358,https://lh5.googleusercontent.com/p/AF1QipPJ-5x0wctNBii4gFqdUPkDVe0BWF1oxG1Iru-u=w426-h240-k-no,TRUE,Tourist spots in New delhi,6AM -   6PM,6AM -   6PM,6AM -   6PM,6AM -   6PM,6AM -   6PM,6AM -   6PM,6AM -   6PM
"https://www.google.com/maps/place/Tughlakabad+Fort,+Tughlaqabad+Fort,+Tughlakabad,+New+Delhi,+Delhi+110044,+India/@28.5791506,77.1584686,12z/data=!4m5!1m2!2m1!1sTourist+spots+in+New+delhi!3m1!1s0x390ce16b23174dfd:0xeedd8309f558c1d3?hl=en",Tughlakabad Fort,4.1,9150,Fortress,"Tughlaqabad Fort, Tughlakabad, New Delhi, Delhi 110044, India",delhitourism.gov.in,,https://lh5.googleusercontent.com/p/AF1QipNBGyUqewtKda8OyZtQ7B9PwQSrafGGWfUQNfrD=w408-h306-k-no,TRUE,Tourist spots in New delhi,7AM -   5PM,7AM -   5PM,7AM -   5PM,7AM -   5PM,7AM -   5PM,7AM -   5PM,7AM -   5PM
"https://www.google.com/maps/place/Shree+Adya+Katyayani+Shaktipeeth+Mandir,+Main+Chhatarpur+Rd,+Block+A1,+Dr+Ambedkar+Colony,+Chhatarpur,+New+Delhi,+Delhi+110074,+India/@28.5791506,77.1584686,12z/data=!4m5!1m2!2m1!1sTourist+spots+in+New+delhi!3m1!1s0x390d1e3db550dba1:0x56e4d17f406c00a8?hl=en",Shree Adya Katyayani Shaktipeeth Mandir,4.6,12746,Hindu temple,"Main Chhatarpur Rd, Block A1, Dr Ambedkar Colony, Chhatarpur, New Delhi, Delhi 110074, India",chhattarpurmandir.org,+91 11 2680 2360,https://lh5.googleusercontent.com/p/AF1QipNw8QMbzGJhXVly8tH4HDgIGDwW9vhB8be9fuTs=w408-h267-k-no,TRUE,Tourist spots in New delhi,6AM -   10PM,6AM -   10PM,6AM -   10PM,6AM -   10PM,6AM -   10PM,6AM -   10PM,6AM -   10PM
"https://www.google.com/maps/place/Khan+Market,+61A,+Khan+Market,+Rabindra+Nagar,+New+Delhi,+Delhi+110003,+India/@28.5791506,77.1584686,12z/data=!4m5!1m2!2m1!1sTourist+spots+in+New+delhi!3m1!1s0x390ce2e83abc927f:0x6601f4fde52a3898?hl=en",Khan Market,4.4,28543,Market,"61A, Khan Market, Rabindra Nagar, New Delhi, Delhi 110003, India",,,https://lh5.googleusercontent.com/p/AF1QipMtmfUVc_Wd4DJK-g-Jzgm34_ltzq2iC6tnA3zy=w408-h306-k-no,TRUE,Tourist spots in New delhi,10AM -   12AM,10AM -   12AM,10AM -   12AM,10AM -   12AM,10AM -   12AM,10AM -   12AM,10AM -   12AM
"https://www.google.com/maps/place/National+Zoological+Park,+Mathura+Rd,+Pragati+Maidan,+New+Delhi,+Delhi+110003,+India/@28.5791506,77.1584686,12z/data=!4m5!1m2!2m1!1sTourist+spots+in+New+delhi!3m1!1s0x390ce318a027dbb9:0xf12a1c6b59580448?hl=en",National Zoological Park,4.1,30387,Zoo,"Mathura Rd, Pragati Maidan, New Delhi, Delhi 110003, India",nzpnewdelhi.gov.in,+91 11 2435 8500,https://lh5.googleusercontent.com/p/AF1QipMzB-XKIZLc4fuc9y4YPRAlEITGhOiOqmn3z8_C=w408-h272-k-no,TRUE,Tourist spots in New delhi,9AM -   4:30PM,9AM -   4:30PM,9AM -   4:30PM,9AM -   4:30PM,Closed,9AM -   4:30PM,9AM -   4:30PM
"https://www.google.com/maps/place/Rashtrapati+Bhavan,+Rashtrapati+Bhawan,+President's+Estate,+New+Delhi,+Delhi+110004,+India/@28.5791506,77.1584686,12z/data=!4m5!1m2!2m1!1sTourist+spots+in+New+delhi!3m1!1s0x390ce2a99b6f9fa7:0x83a25e55f0af1c82?hl=en",Rashtrapati Bhavan,4.7,2970,Federal government office,"Rashtrapati Bhawan, President's Estate, New Delhi, Delhi 110004, India",rashtrapatisachivalaya.gov.in,+91 11 2301 5321,https://lh5.googleusercontent.com/p/AF1QipOFLVs95Sk580lBbO1xBRL6PkpAybenXFuZLncb=w408-h272-k-no,TRUE,Tourist spots in New delhi,9:30AM -   5:30PM,9:30AM -   5:30PM,9:30AM -   5:30PM,9:30AM -   5:30PM,9:30AM -   5:30PM,Closed,Closed
"https://www.google.com/maps/place/Qutub+Minar+Complex,+Seth+Sarai,+Mehrauli,+New+Delhi,+Delhi+110030,+India/@28.5791506,77.1584686,12z/data=!4m6!1m3!2m2!1sTourist+spots+in+New+delhi!6e1!3m1!1s0x390cfd309eebed77:0x81a2e677ecb45081?hl=en",Qutub Minar Complex,4.5,23768,Historical landmark,"Seth Sarai, Mehrauli, New Delhi, Delhi 110030, India",fabhotels.com,,,TRUE,Tourist spots in New delhi,6AM -   9PM,6AM -   9PM,6AM -   9PM,6AM -   9PM,6AM -   9PM,6AM -   9PM,6AM -   9PM
"https://www.google.com/maps/place/Madame+Tussauds+Delhi/@28.5791506,77.1584686,12z/data=!4m9!1m3!2m2!1sTourist+spots+in+New+delhi!6e1!3m4!1s0x390cfd49ddcc4b2b:0xc4aae24963ebaa9c!8m2!3d28.6309368!4d77.2170305?hl=en",Madame Tussauds Delhi,4.3,7382,Tourist attraction,"Regal Building, 44, Connaught Cir, Connaught Place, New Delhi, Delhi 110001, India",madametussauds.com,+91 11 4702 4700,https://lh5.googleusercontent.com/p/AF1QipOAuPpT9lyZUmyRHPMicqIzeVfhRZpDscK4SCOJ=w408-h306-k-no,TRUE,Tourist spots in New delhi,,,,,,,
"https://www.google.com/maps/place/National+Crafts+Museum+%26+Hastkala+Academy,+Bhairon+Marg,+Pragati+Maidan,+New+Delhi,+Delhi+110001,+India/@28.5791506,77.1584686,12z/data=!4m6!1m3!2m2!1sTourist+spots+in+New+delhi!6e1!3m1!1s0x390ce327db3380b7:0xa15ac51bd91a02?hl=en",National Crafts Museum & Hastkala Academy,4.5,3119,Handicraft museum,"Bhairon Marg, Pragati Maidan, New Delhi, Delhi 110001, India",nationalcraftsmuseum.nic.in,+91 11 2337 1887,https://lh5.googleusercontent.com/p/AF1QipOmRz-QpBIyfcwjR5RUXeOpoChyMA5N6JrYLP3P=w408-h306-k-no,TRUE,Tourist spots in New delhi,Closed,10AM -   6PM,10AM -   6PM,10AM -   6PM,10AM -   6PM,10AM -   6PM,10AM -   6PM
"https://www.google.com/maps/place/National+Gallery+of+Modern+Art/@28.5791506,77.1584686,12z/data=!4m9!1m3!2m2!1sTourist+spots+in+New+delhi!6e1!3m4!1s0x3be7d1daffffffff:0x5390088a2b7ee8a7!8m2!3d28.6102166!4d77.2344188?hl=en",National Gallery of Modern Art,4.5,5026,Art gallery,"Shershah Road Near India Gate Jaipur House, New Delhi, Delhi 110003, India",ngmaindia.gov.in,+91 11 2338 4640,https://lh5.googleusercontent.com/p/AF1QipMvCuhvkm-334r6GXrPb0TWa-UnOPb63hRuVb3c=w426-h240-k-no,,Tourist spots in New delhi,Closed,11AM -   6:30PM,11AM -   6:30PM,11AM -   6:30PM,11AM -   6:30PM,11AM -   8PM,11AM -   8PM
"https://www.google.com/maps/place/Hazrat+Nizamuddin+Aulia+Dargah/@28.5791506,77.1584686,12z/data=!4m9!1m3!2m2!1sTourist+spots+in+New+delhi!6e1!3m4!1s0x390ce31d55287ca3:0x79e0b03d96a8efe8!8m2!3d28.5913871!4d77.2418643?hl=en",Hazrat Nizamuddin Aulia Dargah,4.5,6707,Shrine,"Boali Gate Rd, Nizamuddin, Nizammudin West Slum, Nizamuddin West, New Delhi, Delhi 110013, India",nizamuddinaulia.org,+91 98117 78607,,TRUE,Tourist spots in New delhi,,,,,,,
"https://www.google.com/maps/place/Sulabh+International+Museum+Of+Toilets/@28.5791506,77.1584686,12z/data=!4m9!1m3!2m2!1sTourist+spots+in+New+delhi!6e1!3m4!1s0x390ce2c8109d9791:0x1763f10a1df01856!8m2!3d28.5966393!4d77.0808245?hl=en",Sulabh International Museum Of Toilets,4.2,5558,Museum,"Sulabh Bhawan, RZ-83, Palam - Dabri Marg, Mahavir Enclave, New Delhi, Delhi 110045, India",sulabhtoiletmuseum.org,+91 11 2505 3646,https://lh5.googleusercontent.com/p/AF1QipMGKe_99yTWOvvvxYD1n38R2qorZmLoDlyCKKX9=w408-h306-k-no,TRUE,Tourist spots in New delhi,8AM -   8PM,8AM -   8PM,8AM -   8PM,8AM -   8PM,8AM -   8PM,8AM -   8PM,10AM -   5PM
"https://www.google.com/maps/place/Sri+Laxmi+Narayan+Mandir,+Mandir+Marg,+Near,+Gole+Market,+New+Delhi,+Delhi+110001,+India/@28.5791506,77.1584686,12z/data=!4m6!1m3!2m2!1sTourist+spots+in+New+delhi!6e1!3m1!1s0x390cfcbaaa7edb15:0x2d2dc76b52aa7f6e?hl=en",Sri Laxmi Narayan Mandir,4.6,7312,Hindu temple,"Mandir Marg, Near, Gole Market, New Delhi, Delhi 110001, India",,+91 11 2336 3637,https://lh5.googleusercontent.com/p/AF1QipNhSq8g_Q91DU7_CYrkkyG7ZCuiiZXMtvkbX3_4=w408-h306-k-no,,Tourist spots in New delhi,,,,,,,
"https://www.google.com/maps/place/Gandhi+Smriti,+Infront+of+National+Defence+College,+5,+Tees+January+Marg+Near+Birla+House,+New+Delhi,+Delhi+110001,+India/@28.5966393,77.0107867,12z/data=!4m6!1m3!2m2!1sTourist+spots+in+New+delhi!6e1!3m1!1s0x390ce2bfca036a97:0xf074d19eb4e1b40a?hl=en",Gandhi Smriti,4.5,3593,Art museum,"Infront of National Defence College, 5, Tees January Marg Near Birla House, New Delhi, Delhi 110001, India",,+91 11 2301 2843,https://lh5.googleusercontent.com/p/AF1QipNQYoIsXuniD5cR0uaoOgHjQTKAJYNTJOeV57BA=w408-h272-k-no,,Tourist spots in New delhi,Closed,10AM -   4:30PM,10AM -   4:30PM,10AM -   4:30PM,10AM -   4:30PM,10AM -   4:30PM,10AM -   4:30PM
"https://www.google.com/maps/place/Mehrauli+Archaeological+Park,+Anuvrat+Marg+Opposite+Qutub+Minar+Metro+Station,+Mehrauli,+New+Delhi,+Delhi+110030,+India/@28.5791506,77.1584686,12z/data=!4m6!1m3!2m2!1sTourist+spots+in+New+delhi!6e1!3m1!1s0x390d1e035c47ce23:0x2c919deeead57752?hl=en",Mehrauli Archaeological Park,4.3,1906,Historical landmark,"Anuvrat Marg Opposite Qutub Minar Metro Station, Mehrauli, New Delhi, Delhi 110030, India",,+91 87429 25876,https://lh5.googleusercontent.com/p/AF1QipN1Lm_7s-UlCl_FLMtoVAVJkALqk5AUNL8GoVKB=w408-h272-k-no,,Tourist spots in New delhi,5AM -   6:30PM,5AM -   6:30PM,5AM -   6:30PM,5AM -   6:30PM,5AM -   6:30PM,5AM -   6:30PM,5AM -   6:30PM
"https://www.google.com/maps/place/Feroz+Shah+Kotla/@28.5791506,77.1584686,12z/data=!4m9!1m3!2m2!1sTourist+spots+in+New+delhi!6e1!3m4!1s0x390cfcd722979b5b:0x780ad31b2b00daf8!8m2!3d28.634963!4d77.2426934?hl=en",Feroz Shah Kotla,4.2,6078,Fortress,"Balmiki Basti, Vikram Nagar, New Delhi, Delhi 110002, India",,,https://lh5.googleusercontent.com/p/AF1QipOphwBlAe-bnaeaTupVKYMNVPy9Z0X1hkw7KO6A=w408-h306-k-no,,Tourist spots in New delhi,8:30AM -   7PM,8:30AM -   7PM,8:30AM -   7PM,8:30AM -   7PM,8:30AM -   7PM,8:30AM -   7PM,8:30AM -   7PM
"https://www.google.com/maps/place/India+Habitat+Centre,+Lodhi+Road+Near+Airforce+Bal+Bharati+School,+Lodhi+Rd,+Lodhi+Estate,+New+Delhi,+Delhi+110003,+India/@28.5791506,77.1584686,12z/data=!4m6!1m3!2m2!1sTourist+spots+in+New+delhi!6e1!3m1!1s0x390ce2ed9be678c1:0x73a4fc8f2e1087a6?hl=en",India Habitat Centre,4.6,36161,Convention center,"Lodhi Road Near Airforce Bal Bharati School, Lodhi Rd, Lodhi Estate, New Delhi, Delhi 110003, India",indiahabitat.org,+91 11 2468 2002,,TRUE,Tourist spots in New delhi,8AM -   10PM,8AM -   10PM,8AM -   10PM,8AM -   10PM,8AM -   10PM,8AM -   10PM,8AM -   10PM
"https://www.google.com/maps/place/Sikandar+Lodi+Tomb/@28.5791506,77.1584686,12z/data=!4m9!1m3!2m2!1sTourist+spots+in+New+delhi!6e1!3m4!1s0x390ce2eb96f1b5f3:0x893c9bc7d45cc7a1!8m2!3d28.596284!4d77.221555?hl=en",Sikandar Lodi Tomb,4.5,1545,Historical place,"Lodhi Gardens, Lodhi Estate, New Delhi, Delhi 110003, India",delhitourism.gov.in,+91 11 2336 5358,https://lh5.googleusercontent.com/p/AF1QipNtlisv7u-_6ygJauWzQ8ZQXvmdLk293qV61o2z=w408-h272-k-no,TRUE,Tourist spots in New delhi,6AM -   8PM,6AM -   8PM,6AM -   8PM,6AM -   8PM,6AM -   8PM,6AM -   8PM,6AM -   8PM
"https://www.google.com/maps/place/Air+Force+Museum,+Palam,+New+Delhi,+Delhi+110010,+India/@28.5791506,77.1584686,12z/data=!4m6!1m3!2m2!1sTourist+spots+in+New+delhi!6e1!3m1!1s0x390d1c8ed7d5bec5:0x3d768cec6470f58a?hl=en",Air Force Museum,4.6,3985,War museum,"Palam, New Delhi, Delhi 110010, India",indianairforce.nic.in,+91 11 2567 5161,https://lh5.googleusercontent.com/p/AF1QipP0A7iYCs7c_so3o-UCeiIPFl5608qHtTN1oOo6=w408-h272-k-no,,Tourist spots in New delhi,Closed,Closed,10AM -   5PM,10AM -   5PM,10AM -   5PM,10AM -   5PM,10AM -   5PM
"https://www.google.com/maps/place/Millennium+Park+Delhi,+Ring+Rd,+Block+A,+Ganga+Vihar,+Sarai+Kale+Khan,+New+Delhi,+Delhi+110013,+India/@28.5791506,77.1584686,12z/data=!4m6!1m3!2m2!1sTourist+spots+in+New+delhi!6e1!3m1!1s0x390ce310d7ea547d:0x1e708bf39dd31b2d?hl=en",Millennium Park Delhi,4.2,5333,Park,"Ring Rd, Block A, Ganga Vihar, Sarai Kale Khan, New Delhi, Delhi 110013, India",delhitourism.gov.in,+91 11 2464 7005,https://lh5.googleusercontent.com/p/AF1QipMYpWgdgZTIAURLN5BW7crovnBs-j5hO1Md6NGU=w408-h271-k-no,,Tourist spots in New delhi,5AM -   8PM,5AM -   8PM,5AM -   8PM,5AM -   8PM,5AM -   8PM,5AM -   8PM,5AM -   8PM
"https://www.google.com/maps/place/Isa+Khan's+Tomb,+Mathura+Road,+Humayun's+Tomb+complex,+New+Delhi,+Delhi+110044,+India/@28.5791506,77.1584686,12z/data=!4m6!1m3!2m2!1sTourist+spots+in+New+delhi!6e1!3m1!1s0x390ce31ca9cdc8ef:0xf1ad57820b3f6d48?hl=en",Isa Khan's Tomb,4.4,2411,Historical landmark,"Mathura Road, Humayun's Tomb complex, New Delhi, Delhi 110044, India",,,,,Tourist spots in New delhi,6AM -   7PM,6AM -   7PM,6AM -   7PM,6AM -   7PM,6AM -   7PM,6AM -   7PM,6AM -   7PM
"https://www.google.com/maps/place/Sacred+Heart+Cathedral,+1,+Ashok+Place,+Sector+4,+Gole+Market,+New+Delhi,+Delhi+110001,+India/@28.5791506,77.1584686,12z/data=!4m6!1m3!2m2!1sTourist+spots+in+New+delhi!6e1!3m1!1s0x390cfd4e05fb806d:0xa90f1a48351fa74?hl=en",Sacred Heart Cathedral,4.7,4530,Catholic cathedral,"1, Ashok Place, Sector 4, Gole Market, New Delhi, Delhi 110001, India",sacredheartcathedraldelhi.org,+91 11 2336 3593,https://lh5.googleusercontent.com/p/AF1QipOOMvOypi4atPpI22M_RoA5qTb0LnUj5AgdHbth=w408-h306-k-no,TRUE,Tourist spots in New delhi,6AM -   9PM,6AM -   9PM,6AM -   9PM,6AM -   9PM,6AM -   9PM,6AM -   9PM,6AM -   9PM
"https://www.google.com/maps/place/Nehru+Planetarium,+Teen+Murti+House,+Teen+Murti+Marg,+New+Delhi,+Delhi+110011,+India/@28.5791506,77.1584686,12z/data=!4m6!1m3!2m2!1sTourist+spots+in+New+delhi!6e1!3m1!1s0x390ce2a138a37f7f:0xac737507d2cef84a?hl=en",Nehru Planetarium,4.2,1017,Planetarium,"Teen Murti House, Teen Murti Marg, New Delhi, Delhi 110011, India",nehruplanetarium.org,+91 11 2301 4504,https://lh5.googleusercontent.com/p/AF1QipOb_6BFgSFHo5VZixkltXemhazjM0YKMb8p78uE=w408-h306-k-no,TRUE,Tourist spots in New delhi,Closed,9AM -   5:30PM,9AM -   5:30PM,9AM -   5:30PM,9AM -   5:30PM,9AM -   5:30PM,9AM -   5:30PM
"https://www.google.com/maps/place/Dandi+March+Statue,+Mother+Teresa+Crescent,+Willingdon+Crescent,+Raisina+Hills,+New+Delhi,+Delhi+110011,+India/@28.5791506,77.1584686,12z/data=!4m6!1m3!2m2!1sTourist+spots+in+New+delhi!6e1!3m1!1s0x390d1d57787597d7:0xe84109de41355037?hl=en",Dandi March Statue,4.5,2520,Tourist attraction,"Mother Teresa Crescent, Willingdon Crescent, Raisina Hills, New Delhi, Delhi 110011, India",,,https://lh5.googleusercontent.com/p/AF1QipPxN9OS9PEW-irf2WSQwk3jeLGKElphjdUPaX6J=w408-h258-k-no,,Tourist spots in New delhi,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours
